MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20170307,48225,Houston County,TX,25.8,74.2,0,0,0,0,3/7/2017,3/13/2017,1
20170228,48225,Houston County,TX,100,0,0,0,0,0,2/28/2017,3/6/2017,1
20170221,48225,Houston County,TX,100,0,0,0,0,0,2/21/2017,2/27/2017,1
20170214,48225,Houston County,TX,36.75,63.25,0,0,0,0,2/14/2017,2/20/2017,1
20170207,48225,Houston County,TX,100,0,0,0,0,0,2/7/2017,2/13/2017,1
20170131,48225,Houston County,TX,100,0,0,0,0,0,1/31/2017,2/6/2017,1
20170124,48225,Houston County,TX,100,0,0,0,0,0,1/24/2017,1/30/2017,1
20170117,48225,Houston County,TX,100,0,0,0,0,0,1/17/2017,1/23/2017,1
20170110,48225,Houston County,TX,51.62,48.38,0,0,0,0,1/10/2017,1/16/2017,1
20170103,48225,Houston County,TX,100,0,0,0,0,0,1/3/2017,1/9/2017,1
20161227,48225,Houston County,TX,100,0,0,0,0,0,12/27/2016,1/2/2017,1
20161220,48225,Houston County,TX,100,0,0,0,0,0,12/20/2016,12/26/2016,1
20161213,48225,Houston County,TX,100,0,0,0,0,0,12/13/2016,12/19/2016,1
20161206,48225,Houston County,TX,97.32,2.68,0,0,0,0,12/6/2016,12/12/2016,1
20161129,48225,Houston County,TX,12.89,87.11,18.59,0,0,0,11/29/2016,12/5/2016,1
20161122,48225,Houston County,TX,12.89,87.11,18.59,0,0,0,11/22/2016,11/28/2016,1
20161115,48225,Houston County,TX,54.95,45.05,3.46,0,0,0,11/15/2016,11/21/2016,1
20161108,48225,Houston County,TX,92.34,7.66,0,0,0,0,11/8/2016,11/14/2016,1
20161101,48225,Houston County,TX,72.8,27.2,0,0,0,0,11/1/2016,11/7/2016,1
20161025,48225,Houston County,TX,72.44,27.56,0,0,0,0,10/25/2016,10/31/2016,1
20161018,48225,Houston County,TX,87.99,12.01,0,0,0,0,10/18/2016,10/24/2016,1
20161011,48225,Houston County,TX,94.64,5.36,0,0,0,0,10/11/2016,10/17/2016,1
20161004,48225,Houston County,TX,100,0,0,0,0,0,10/4/2016,10/10/2016,1
20160927,48225,Houston County,TX,100,0,0,0,0,0,9/27/2016,10/3/2016,1
20160920,48225,Houston County,TX,100,0,0,0,0,0,9/20/2016,9/26/2016,1
20160913,48225,Houston County,TX,100,0,0,0,0,0,9/13/2016,9/19/2016,1
20160906,48225,Houston County,TX,100,0,0,0,0,0,9/6/2016,9/12/2016,1
20160830,48225,Houston County,TX,100,0,0,0,0,0,8/30/2016,9/5/2016,1
20160823,48225,Houston County,TX,100,0,0,0,0,0,8/23/2016,8/29/2016,1
20160816,48225,Houston County,TX,68.25,31.75,0,0,0,0,8/16/2016,8/22/2016,1
20160809,48225,Houston County,TX,66.93,33.07,0,0,0,0,8/9/2016,8/15/2016,1
20160802,48225,Houston County,TX,100,0,0,0,0,0,8/2/2016,8/8/2016,1
20160726,48225,Houston County,TX,100,0,0,0,0,0,7/26/2016,8/1/2016,1
20160719,48225,Houston County,TX,100,0,0,0,0,0,7/19/2016,7/25/2016,1
20160712,48225,Houston County,TX,100,0,0,0,0,0,7/12/2016,7/18/2016,1
20160705,48225,Houston County,TX,100,0,0,0,0,0,7/5/2016,7/11/2016,1
20160628,48225,Houston County,TX,100,0,0,0,0,0,6/28/2016,7/4/2016,1
20160621,48225,Houston County,TX,100,0,0,0,0,0,6/21/2016,6/27/2016,1
20160614,48225,Houston County,TX,100,0,0,0,0,0,6/14/2016,6/20/2016,1
20160607,48225,Houston County,TX,100,0,0,0,0,0,6/7/2016,6/13/2016,1
20160531,48225,Houston County,TX,100,0,0,0,0,0,5/31/2016,6/6/2016,1
20160524,48225,Houston County,TX,100,0,0,0,0,0,5/24/2016,5/30/2016,1
20160517,48225,Houston County,TX,100,0,0,0,0,0,5/17/2016,5/23/2016,1
20160510,48225,Houston County,TX,100,0,0,0,0,0,5/10/2016,5/16/2016,1
20160503,48225,Houston County,TX,100,0,0,0,0,0,5/3/2016,5/9/2016,1
20160426,48225,Houston County,TX,100,0,0,0,0,0,4/26/2016,5/2/2016,1
20160419,48225,Houston County,TX,100,0,0,0,0,0,4/19/2016,4/25/2016,1
20160412,48225,Houston County,TX,100,0,0,0,0,0,4/12/2016,4/18/2016,1
20160405,48225,Houston County,TX,100,0,0,0,0,0,4/5/2016,4/11/2016,1
20160329,48225,Houston County,TX,100,0,0,0,0,0,3/29/2016,4/4/2016,1
20160322,48225,Houston County,TX,100,0,0,0,0,0,3/22/2016,3/28/2016,1
20160315,48225,Houston County,TX,100,0,0,0,0,0,3/15/2016,3/21/2016,1
20160308,48225,Houston County,TX,49.33,50.67,0,0,0,0,3/8/2016,3/14/2016,1
20160301,48225,Houston County,TX,88.16,11.84,0,0,0,0,3/1/2016,3/7/2016,1
20160223,48225,Houston County,TX,88.16,11.84,0,0,0,0,2/23/2016,2/29/2016,1
20160216,48225,Houston County,TX,0,100,0,0,0,0,2/16/2016,2/22/2016,1
20160209,48225,Houston County,TX,100,0,0,0,0,0,2/9/2016,2/15/2016,1
20160202,48225,Houston County,TX,100,0,0,0,0,0,2/2/2016,2/8/2016,1
20160126,48225,Houston County,TX,100,0,0,0,0,0,1/26/2016,2/1/2016,1
20160119,48225,Houston County,TX,100,0,0,0,0,0,1/19/2016,1/25/2016,1
20160112,48225,Houston County,TX,100,0,0,0,0,0,1/12/2016,1/18/2016,1
20160105,48225,Houston County,TX,100,0,0,0,0,0,1/5/2016,1/11/2016,1
20151229,48225,Houston County,TX,100,0,0,0,0,0,12/29/2015,1/4/2016,1
20151222,48225,Houston County,TX,100,0,0,0,0,0,12/22/2015,12/28/2015,1
20151215,48225,Houston County,TX,100,0,0,0,0,0,12/15/2015,12/21/2015,1
20151208,48225,Houston County,TX,100,0,0,0,0,0,12/8/2015,12/14/2015,1
20151201,48225,Houston County,TX,100,0,0,0,0,0,12/1/2015,12/7/2015,1
20151124,48225,Houston County,TX,100,0,0,0,0,0,11/24/2015,11/30/2015,1
20151117,48225,Houston County,TX,23.57,76.43,0,0,0,0,11/17/2015,11/23/2015,1
20151110,48225,Houston County,TX,23.57,76.43,0,0,0,0,11/10/2015,11/16/2015,1
20151103,48225,Houston County,TX,0,100,100,0,0,0,11/3/2015,11/9/2015,1
20151027,48225,Houston County,TX,0,100,100,74.77,0,0,10/27/2015,11/2/2015,1
20151020,48225,Houston County,TX,0,100,100,100,100,37.56,10/20/2015,10/26/2015,1
20151013,48225,Houston County,TX,0,100,100,100,82.32,0,10/13/2015,10/19/2015,1
20151006,48225,Houston County,TX,0,100,100,100,82.32,0,10/6/2015,10/12/2015,1
20150929,48225,Houston County,TX,0,100,100,100,58.99,0,9/29/2015,10/5/2015,1
20150922,48225,Houston County,TX,0,100,100,100,70.11,0,9/22/2015,9/28/2015,1
20150915,48225,Houston County,TX,0,100,100,100,70.11,0,9/15/2015,9/21/2015,1
20150908,48225,Houston County,TX,0,100,100,100,20.91,0,9/8/2015,9/14/2015,1
20150901,48225,Houston County,TX,0,100,100,99.87,14.08,0,9/1/2015,9/7/2015,1
20150825,48225,Houston County,TX,0,100,99.97,30.33,0,0,8/25/2015,8/31/2015,1
20150818,48225,Houston County,TX,0,100,100,66.53,0,0,8/18/2015,8/24/2015,1
20150811,48225,Houston County,TX,0,100,100,71.04,0,0,8/11/2015,8/17/2015,1
20150804,48225,Houston County,TX,0,100,71.64,0,0,0,8/4/2015,8/10/2015,1
20150728,48225,Houston County,TX,0,100,0,0,0,0,7/28/2015,8/3/2015,1
20150721,48225,Houston County,TX,86.1,13.9,0,0,0,0,7/21/2015,7/27/2015,1
20150714,48225,Houston County,TX,100,0,0,0,0,0,7/14/2015,7/20/2015,1
20150707,48225,Houston County,TX,100,0,0,0,0,0,7/7/2015,7/13/2015,1
20150630,48225,Houston County,TX,100,0,0,0,0,0,6/30/2015,7/6/2015,1
20150623,48225,Houston County,TX,100,0,0,0,0,0,6/23/2015,6/29/2015,1
20150616,48225,Houston County,TX,100,0,0,0,0,0,6/16/2015,6/22/2015,1
20150609,48225,Houston County,TX,100,0,0,0,0,0,6/9/2015,6/15/2015,1
20150602,48225,Houston County,TX,100,0,0,0,0,0,6/2/2015,6/8/2015,1
20150526,48225,Houston County,TX,100,0,0,0,0,0,5/26/2015,6/1/2015,1
20150519,48225,Houston County,TX,100,0,0,0,0,0,5/19/2015,5/25/2015,1
20150512,48225,Houston County,TX,100,0,0,0,0,0,5/12/2015,5/18/2015,1
20150505,48225,Houston County,TX,100,0,0,0,0,0,5/5/2015,5/11/2015,1
20150428,48225,Houston County,TX,100,0,0,0,0,0,4/28/2015,5/4/2015,1
20150421,48225,Houston County,TX,100,0,0,0,0,0,4/21/2015,4/27/2015,1
20150414,48225,Houston County,TX,100,0,0,0,0,0,4/14/2015,4/20/2015,1
20150407,48225,Houston County,TX,100,0,0,0,0,0,4/7/2015,4/13/2015,1
20150331,48225,Houston County,TX,100,0,0,0,0,0,3/31/2015,4/6/2015,1
20150324,48225,Houston County,TX,100,0,0,0,0,0,3/24/2015,3/30/2015,1
20150317,48225,Houston County,TX,100,0,0,0,0,0,3/17/2015,3/23/2015,1
20150310,48225,Houston County,TX,100,0,0,0,0,0,3/10/2015,3/16/2015,1
20150303,48225,Houston County,TX,100,0,0,0,0,0,3/3/2015,3/9/2015,1
20150224,48225,Houston County,TX,100,0,0,0,0,0,2/24/2015,3/2/2015,1
20150217,48225,Houston County,TX,100,0,0,0,0,0,2/17/2015,2/23/2015,1
20150210,48225,Houston County,TX,100,0,0,0,0,0,2/10/2015,2/16/2015,1
20150203,48225,Houston County,TX,100,0,0,0,0,0,2/3/2015,2/9/2015,1
20150127,48225,Houston County,TX,100,0,0,0,0,0,1/27/2015,2/2/2015,1
20150120,48225,Houston County,TX,100,0,0,0,0,0,1/20/2015,1/26/2015,1
20150113,48225,Houston County,TX,100,0,0,0,0,0,1/13/2015,1/19/2015,1
20150106,48225,Houston County,TX,100,0,0,0,0,0,1/6/2015,1/12/2015,1
20141230,48225,Houston County,TX,100,0,0,0,0,0,12/30/2014,1/5/2015,1
20141223,48225,Houston County,TX,100,0,0,0,0,0,12/23/2014,12/29/2014,1
20141216,48225,Houston County,TX,100,0,0,0,0,0,12/16/2014,12/22/2014,1
20141209,48225,Houston County,TX,100,0,0,0,0,0,12/9/2014,12/15/2014,1
20141202,48225,Houston County,TX,100,0,0,0,0,0,12/2/2014,12/8/2014,1
20141125,48225,Houston County,TX,100,0,0,0,0,0,11/25/2014,12/1/2014,1
20141118,48225,Houston County,TX,100,0,0,0,0,0,11/18/2014,11/24/2014,1
20141111,48225,Houston County,TX,100,0,0,0,0,0,11/11/2014,11/17/2014,1
20141104,48225,Houston County,TX,98.64,1.36,0,0,0,0,11/4/2014,11/10/2014,1
20141028,48225,Houston County,TX,98.67,1.33,0,0,0,0,10/28/2014,11/3/2014,1
20141021,48225,Houston County,TX,100,0,0,0,0,0,10/21/2014,10/27/2014,1
20141014,48225,Houston County,TX,100,0,0,0,0,0,10/14/2014,10/20/2014,1
20141007,48225,Houston County,TX,99.99,0.01,0,0,0,0,10/7/2014,10/13/2014,1
20140930,48225,Houston County,TX,72.26,27.74,0,0,0,0,9/30/2014,10/6/2014,1
20140923,48225,Houston County,TX,72.26,27.74,0,0,0,0,9/23/2014,9/29/2014,1
20140916,48225,Houston County,TX,72.26,27.74,0,0,0,0,9/16/2014,9/22/2014,1
20140909,48225,Houston County,TX,72.26,27.74,0,0,0,0,9/9/2014,9/15/2014,1
20140902,48225,Houston County,TX,72.26,27.74,0,0,0,0,9/2/2014,9/8/2014,1
20140826,48225,Houston County,TX,100,0,0,0,0,0,8/26/2014,9/1/2014,1
20140819,48225,Houston County,TX,100,0,0,0,0,0,8/19/2014,8/25/2014,1
20140812,48225,Houston County,TX,100,0,0,0,0,0,8/12/2014,8/18/2014,1
20140805,48225,Houston County,TX,100,0,0,0,0,0,8/5/2014,8/11/2014,1
20140729,48225,Houston County,TX,100,0,0,0,0,0,7/29/2014,8/4/2014,1
20140722,48225,Houston County,TX,100,0,0,0,0,0,7/22/2014,7/28/2014,1
20140715,48225,Houston County,TX,41.24,58.76,0,0,0,0,7/15/2014,7/21/2014,1
20140708,48225,Houston County,TX,41.24,58.76,0,0,0,0,7/8/2014,7/14/2014,1
20140701,48225,Houston County,TX,14.48,85.52,0,0,0,0,7/1/2014,7/7/2014,1
20140624,48225,Houston County,TX,14.65,85.35,0,0,0,0,6/24/2014,6/30/2014,1
20140617,48225,Houston County,TX,14.65,85.35,0,0,0,0,6/17/2014,6/23/2014,1
20140610,48225,Houston County,TX,14.65,85.35,0,0,0,0,6/10/2014,6/16/2014,1
20140603,48225,Houston County,TX,2.49,97.51,0,0,0,0,6/3/2014,6/9/2014,1
20140527,48225,Houston County,TX,0,100,0,0,0,0,5/27/2014,6/2/2014,1
20140520,48225,Houston County,TX,0,100,0,0,0,0,5/20/2014,5/26/2014,1
20140513,48225,Houston County,TX,0,100,0,0,0,0,5/13/2014,5/19/2014,1
20140506,48225,Houston County,TX,0,100,100,0,0,0,5/6/2014,5/12/2014,1
20140429,48225,Houston County,TX,0,100,100,0,0,0,4/29/2014,5/5/2014,1
20140422,48225,Houston County,TX,0,100,89.75,0,0,0,4/22/2014,4/28/2014,1
20140415,48225,Houston County,TX,0,100,27.36,0,0,0,4/15/2014,4/21/2014,1
20140408,48225,Houston County,TX,0,100,27.76,0,0,0,4/8/2014,4/14/2014,1
20140401,48225,Houston County,TX,0,100,99.99,0,0,0,4/1/2014,4/7/2014,1
20140325,48225,Houston County,TX,0,100,100,0,0,0,3/25/2014,3/31/2014,1
20140318,48225,Houston County,TX,0,100,100,0,0,0,3/18/2014,3/24/2014,1
20140311,48225,Houston County,TX,0,100,100,0,0,0,3/11/2014,3/17/2014,1
20140304,48225,Houston County,TX,0,100,100,0,0,0,3/4/2014,3/10/2014,1
20140225,48225,Houston County,TX,0,100,99.74,0,0,0,2/25/2014,3/3/2014,1
20140218,48225,Houston County,TX,0,100,0,0,0,0,2/18/2014,2/24/2014,1
20140211,48225,Houston County,TX,0,100,0,0,0,0,2/11/2014,2/17/2014,1
20140204,48225,Houston County,TX,36,64,0,0,0,0,2/4/2014,2/10/2014,1
20140128,48225,Houston County,TX,99.09,0.91,0,0,0,0,1/28/2014,2/3/2014,1
20140121,48225,Houston County,TX,98.55,1.45,0,0,0,0,1/21/2014,1/27/2014,1
20140114,48225,Houston County,TX,100,0,0,0,0,0,1/14/2014,1/20/2014,1
20140107,48225,Houston County,TX,100,0,0,0,0,0,1/7/2014,1/13/2014,1
20131231,48225,Houston County,TX,100,0,0,0,0,0,12/31/2013,1/6/2014,1
20131224,48225,Houston County,TX,100,0,0,0,0,0,12/24/2013,12/30/2013,1
20131217,48225,Houston County,TX,100,0,0,0,0,0,12/17/2013,12/23/2013,1
20131210,48225,Houston County,TX,100,0,0,0,0,0,12/10/2013,12/16/2013,1
20131203,48225,Houston County,TX,99.95,0.05,0,0,0,0,12/3/2013,12/9/2013,1
20131126,48225,Houston County,TX,99.95,0.05,0,0,0,0,11/26/2013,12/2/2013,1
20131119,48225,Houston County,TX,97.14,2.86,0,0,0,0,11/19/2013,11/25/2013,1
20131112,48225,Houston County,TX,97.14,2.86,0,0,0,0,11/12/2013,11/18/2013,1
20131105,48225,Houston County,TX,97.31,2.69,0,0,0,0,11/5/2013,11/11/2013,1
20131029,48225,Houston County,TX,5.4,94.6,0.6,0,0,0,10/29/2013,11/4/2013,1
20131022,48225,Houston County,TX,5.4,94.6,0.6,0,0,0,10/22/2013,10/28/2013,1
20131015,48225,Houston County,TX,0,100,58.93,0,0,0,10/15/2013,10/21/2013,1
20131008,48225,Houston County,TX,0,100,58.17,0,0,0,10/8/2013,10/14/2013,1
20131001,48225,Houston County,TX,0,100,58.17,0,0,0,10/1/2013,10/7/2013,1
20130924,48225,Houston County,TX,0,100,100,85.93,0,0,9/24/2013,9/30/2013,1
20130917,48225,Houston County,TX,0,100,100,98.64,71.11,0,9/17/2013,9/23/2013,1
20130910,48225,Houston County,TX,0,100,100,98.64,46.45,0,9/10/2013,9/16/2013,1
20130903,48225,Houston County,TX,0,100,100,98.64,46.45,0,9/3/2013,9/9/2013,1
20130827,48225,Houston County,TX,0,100,100,78.88,25.12,0,8/27/2013,9/2/2013,1
20130820,48225,Houston County,TX,0,100,100,80.21,25.61,0,8/20/2013,8/26/2013,1
20130813,48225,Houston County,TX,0,100,100,77.95,25.61,0,8/13/2013,8/19/2013,1
20130806,48225,Houston County,TX,0,100,100,77.95,25.61,0,8/6/2013,8/12/2013,1
20130730,48225,Houston County,TX,0,100,100,77.95,25.61,0,7/30/2013,8/5/2013,1
20130723,48225,Houston County,TX,0,100,100,77.4,25.61,0,7/23/2013,7/29/2013,1
20130716,48225,Houston County,TX,0,100,100,77.48,14.59,0,7/16/2013,7/22/2013,1
20130709,48225,Houston County,TX,0,100,100,77.57,14.59,0,7/9/2013,7/15/2013,1
20130702,48225,Houston County,TX,0,100,99.87,54.5,14.59,0,7/2/2013,7/8/2013,1
20130625,48225,Houston County,TX,0,100,98.94,43.22,14.59,0,6/25/2013,7/1/2013,1
20130618,48225,Houston County,TX,0,100,98.94,39.89,14.59,0,6/18/2013,6/24/2013,1
20130611,48225,Houston County,TX,0,100,65.77,22.92,0,0,6/11/2013,6/17/2013,1
20130604,48225,Houston County,TX,0,100,80.12,19.68,0,0,6/4/2013,6/10/2013,1
20130528,48225,Houston County,TX,0,100,99.96,37.73,0,0,5/28/2013,6/3/2013,1
20130521,48225,Houston County,TX,0,100,100,58.58,0,0,5/21/2013,5/27/2013,1
20130514,48225,Houston County,TX,0,100,100,67.05,16.2,0,5/14/2013,5/20/2013,1
20130507,48225,Houston County,TX,0,100,100,96.6,28.5,0,5/7/2013,5/13/2013,1
20130430,48225,Houston County,TX,0,100,100,96.63,0,0,4/30/2013,5/6/2013,1
20130423,48225,Houston County,TX,0,100,100,85.09,0,0,4/23/2013,4/29/2013,1
20130416,48225,Houston County,TX,0,100,100,44.79,0,0,4/16/2013,4/22/2013,1
20130409,48225,Houston County,TX,0,100,44.29,0,0,0,4/9/2013,4/15/2013,1
20130402,48225,Houston County,TX,0,100,44.29,10.25,0,0,4/2/2013,4/8/2013,1
20130326,48225,Houston County,TX,0,100,44.29,0,0,0,3/26/2013,4/1/2013,1
20130319,48225,Houston County,TX,0.71,99.29,43,0,0,0,3/19/2013,3/25/2013,1
20130312,48225,Houston County,TX,62.22,37.78,0,0,0,0,3/12/2013,3/18/2013,1
20130305,48225,Houston County,TX,85.4,14.6,2.92,0,0,0,3/5/2013,3/11/2013,1
20130226,48225,Houston County,TX,86.52,13.48,3.75,0,0,0,2/26/2013,3/4/2013,1
20130219,48225,Houston County,TX,86.52,13.48,3.64,0,0,0,2/19/2013,2/25/2013,1
20130212,48225,Houston County,TX,57.14,42.86,5.18,0,0,0,2/12/2013,2/18/2013,1
20130205,48225,Houston County,TX,57.17,42.83,5.18,0,0,0,2/5/2013,2/11/2013,1
20130129,48225,Houston County,TX,57.17,42.83,0,0,0,0,1/29/2013,2/4/2013,1
20130122,48225,Houston County,TX,57.17,42.83,0,0,0,0,1/22/2013,1/28/2013,1
20130115,48225,Houston County,TX,57.17,42.83,0,0,0,0,1/15/2013,1/21/2013,1
20130108,48225,Houston County,TX,0,100,38.54,0.7,0,0,1/8/2013,1/14/2013,1
20130101,48225,Houston County,TX,0,100,36.57,0.7,0,0,1/1/2013,1/7/2013,1
20121225,48225,Houston County,TX,0,100,36.57,0.7,0,0,12/25/2012,12/31/2012,1
20121218,48225,Houston County,TX,0,100,36.57,0.7,0,0,12/18/2012,12/24/2012,1
20121211,48225,Houston County,TX,0,100,36.57,0,0,0,12/11/2012,12/17/2012,1
20121204,48225,Houston County,TX,8.63,91.37,23.82,0,0,0,12/4/2012,12/10/2012,1
20121127,48225,Houston County,TX,8.63,91.37,24.69,0,0,0,11/27/2012,12/3/2012,1
20121120,48225,Houston County,TX,37.89,62.11,0.07,0,0,0,11/20/2012,11/26/2012,1
20121113,48225,Houston County,TX,42.41,57.59,0,0,0,0,11/13/2012,11/19/2012,1
20121106,48225,Houston County,TX,84.63,15.37,0,0,0,0,11/6/2012,11/12/2012,1
20121030,48225,Houston County,TX,84.63,15.37,0,0,0,0,10/30/2012,11/5/2012,1
20121023,48225,Houston County,TX,55.6,44.4,0,0,0,0,10/23/2012,10/29/2012,1
20121016,48225,Houston County,TX,58.83,41.17,0,0,0,0,10/16/2012,10/22/2012,1
20121009,48225,Houston County,TX,53.32,46.68,0,0,0,0,10/9/2012,10/15/2012,1
20121002,48225,Houston County,TX,51.65,48.35,0,0,0,0,10/2/2012,10/8/2012,1
20120925,48225,Houston County,TX,40.17,59.83,5.79,0,0,0,9/25/2012,10/1/2012,1
20120918,48225,Houston County,TX,64.39,35.61,0,0,0,0,9/18/2012,9/24/2012,1
20120911,48225,Houston County,TX,0,100,0.04,0,0,0,9/11/2012,9/17/2012,1
20120904,48225,Houston County,TX,5.82,94.18,0,0,0,0,9/4/2012,9/10/2012,1
20120828,48225,Houston County,TX,5.64,94.36,0,0,0,0,8/28/2012,9/3/2012,1
20120821,48225,Houston County,TX,82.86,17.14,0,0,0,0,8/21/2012,8/27/2012,1
20120814,48225,Houston County,TX,82.86,17.14,0,0,0,0,8/14/2012,8/20/2012,1
20120807,48225,Houston County,TX,78.34,21.66,0,0,0,0,8/7/2012,8/13/2012,1
20120731,48225,Houston County,TX,78.34,21.66,0,0,0,0,7/31/2012,8/6/2012,1
20120724,48225,Houston County,TX,100,0,0,0,0,0,7/24/2012,7/30/2012,1
20120717,48225,Houston County,TX,100,0,0,0,0,0,7/17/2012,7/23/2012,1
20120710,48225,Houston County,TX,0,100,0,0,0,0,7/10/2012,7/16/2012,1
20120703,48225,Houston County,TX,0,100,0,0,0,0,7/3/2012,7/9/2012,1
20120626,48225,Houston County,TX,0,100,0,0,0,0,6/26/2012,7/2/2012,1
20120619,48225,Houston County,TX,0,100,0,0,0,0,6/19/2012,6/25/2012,1
20120612,48225,Houston County,TX,0,100,57.09,0,0,0,6/12/2012,6/18/2012,1
20120605,48225,Houston County,TX,0,100,57.09,0,0,0,6/5/2012,6/11/2012,1
20120529,48225,Houston County,TX,0,100,0,0,0,0,5/29/2012,6/4/2012,1
20120522,48225,Houston County,TX,0,100,0,0,0,0,5/22/2012,5/28/2012,1
20120515,48225,Houston County,TX,0,100,0,0,0,0,5/15/2012,5/21/2012,1
20120508,48225,Houston County,TX,0,100,0,0,0,0,5/8/2012,5/14/2012,1
20120501,48225,Houston County,TX,0,100,0,0,0,0,5/1/2012,5/7/2012,1
20120424,48225,Houston County,TX,0,100,0,0,0,0,4/24/2012,4/30/2012,1
20120417,48225,Houston County,TX,0,100,0,0,0,0,4/17/2012,4/23/2012,1
20120410,48225,Houston County,TX,0,100,0,0,0,0,4/10/2012,4/16/2012,1
20120403,48225,Houston County,TX,0,100,0,0,0,0,4/3/2012,4/9/2012,1
20120327,48225,Houston County,TX,0,100,0,0,0,0,3/27/2012,4/2/2012,1
20120320,48225,Houston County,TX,0,100,100,0,0,0,3/20/2012,3/26/2012,1
20120313,48225,Houston County,TX,0,100,100,88.27,0,0,3/13/2012,3/19/2012,1
20120306,48225,Houston County,TX,0,100,100,100,0,0,3/6/2012,3/12/2012,1
20120228,48225,Houston County,TX,0,100,100,100,0,0,2/28/2012,3/5/2012,1
20120221,48225,Houston County,TX,0,100,100,100,0,0,2/21/2012,2/27/2012,1
20120214,48225,Houston County,TX,0,100,100,100,98.61,71.13,2/14/2012,2/20/2012,1
20120207,48225,Houston County,TX,0,100,100,100,98.61,71.13,2/7/2012,2/13/2012,1
20120131,48225,Houston County,TX,0,100,100,100,100,72.25,1/31/2012,2/6/2012,1
20120124,48225,Houston County,TX,0,100,100,100,100,72.26,1/24/2012,1/30/2012,1
20120117,48225,Houston County,TX,0,100,100,100,100,72.26,1/17/2012,1/23/2012,1
20120110,48225,Houston County,TX,0,100,100,100,100,72.26,1/10/2012,1/16/2012,1
20120103,48225,Houston County,TX,0,100,100,100,100,72.26,1/3/2012,1/9/2012,1
20111227,48225,Houston County,TX,0,100,100,100,100,72.26,12/27/2011,1/2/2012,1
20111220,48225,Houston County,TX,0,100,100,100,100,72.26,12/20/2011,12/26/2011,1
20111213,48225,Houston County,TX,0,100,100,100,100,90.32,12/13/2011,12/19/2011,1
20111206,48225,Houston County,TX,0,100,100,100,100,90.32,12/6/2011,12/12/2011,1
20111129,48225,Houston County,TX,0,100,100,100,100,99.8,11/29/2011,12/5/2011,1
20111122,48225,Houston County,TX,0,100,100,100,100,100,11/22/2011,11/28/2011,1
20111115,48225,Houston County,TX,0,100,100,100,100,100,11/15/2011,11/21/2011,1
20111108,48225,Houston County,TX,0,100,100,100,100,100,11/8/2011,11/14/2011,1
20111101,48225,Houston County,TX,0,100,100,100,100,100,11/1/2011,11/7/2011,1
20111025,48225,Houston County,TX,0,100,100,100,100,100,10/25/2011,10/31/2011,1
20111018,48225,Houston County,TX,0,100,100,100,100,100,10/18/2011,10/24/2011,1
20111011,48225,Houston County,TX,0,100,100,100,100,100,10/11/2011,10/17/2011,1
20111004,48225,Houston County,TX,0,100,100,100,100,100,10/4/2011,10/10/2011,1
20110927,48225,Houston County,TX,0,100,100,100,100,100,9/27/2011,10/3/2011,1
20110920,48225,Houston County,TX,0,100,100,100,100,100,9/20/2011,9/26/2011,1
20110913,48225,Houston County,TX,0,100,100,100,100,100,9/13/2011,9/19/2011,1
20110906,48225,Houston County,TX,0,100,100,100,100,100,9/6/2011,9/12/2011,1
20110830,48225,Houston County,TX,0,100,100,100,100,100,8/30/2011,9/5/2011,1
20110823,48225,Houston County,TX,0,100,100,100,100,100,8/23/2011,8/29/2011,1
20110816,48225,Houston County,TX,0,100,100,100,100,98.85,8/16/2011,8/22/2011,1
20110809,48225,Houston County,TX,0,100,100,100,100,98.85,8/9/2011,8/15/2011,1
20110802,48225,Houston County,TX,0,100,100,100,100,47.76,8/2/2011,8/8/2011,1
20110726,48225,Houston County,TX,0,100,100,100,100,47.76,7/26/2011,8/1/2011,1
20110719,48225,Houston County,TX,0,100,100,100,100,47.76,7/19/2011,7/25/2011,1
20110712,48225,Houston County,TX,0,100,100,100,100,47.76,7/12/2011,7/18/2011,1
20110705,48225,Houston County,TX,0,100,100,100,100,29.51,7/5/2011,7/11/2011,1
20110628,48225,Houston County,TX,0,100,100,100,100,29.51,6/28/2011,7/4/2011,1
20110621,48225,Houston County,TX,0,100,100,100,100,29.51,6/21/2011,6/27/2011,1
20110614,48225,Houston County,TX,0,100,100,100,100,29.51,6/14/2011,6/20/2011,1
20110607,48225,Houston County,TX,0,100,100,100,100,29.51,6/7/2011,6/13/2011,1
20110531,48225,Houston County,TX,0,100,100,100,70.11,4.38,5/31/2011,6/6/2011,1
20110524,48225,Houston County,TX,0,100,100,100,70.11,0,5/24/2011,5/30/2011,1
20110517,48225,Houston County,TX,0,100,100,100,100,10.58,5/17/2011,5/23/2011,1
20110510,48225,Houston County,TX,0,100,100,100,100,26.6,5/10/2011,5/16/2011,1
20110503,48225,Houston County,TX,0,100,100,100,100,16.32,5/3/2011,5/9/2011,1
20110426,48225,Houston County,TX,0,100,100,100,100,16.32,4/26/2011,5/2/2011,1
20110419,48225,Houston County,TX,0,100,100,100,100,16.32,4/19/2011,4/25/2011,1
20110412,48225,Houston County,TX,0,100,100,100,100,16.32,4/12/2011,4/18/2011,1
20110405,48225,Houston County,TX,0,100,100,100,100,17.41,4/5/2011,4/11/2011,1
20110329,48225,Houston County,TX,0,100,100,100,100,0,3/29/2011,4/4/2011,1
