MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20110322,48225,Houston County,TX,0,100,100,100,100,0,3/22/2011,3/28/2011,1
20110315,48225,Houston County,TX,0,100,100,100,100,0,3/15/2011,3/21/2011,1
20110308,48225,Houston County,TX,0,100,100,100,100,0,3/8/2011,3/14/2011,1
20110301,48225,Houston County,TX,0,100,100,100,100,0,3/1/2011,3/7/2011,1
20110222,48225,Houston County,TX,0,100,100,100,100,0,2/22/2011,2/28/2011,1
20110215,48225,Houston County,TX,0,100,100,100,93.9,0,2/15/2011,2/21/2011,1
20110208,48225,Houston County,TX,0,100,100,100,93.9,0,2/8/2011,2/14/2011,1
20110201,48225,Houston County,TX,0,100,100,100,93.9,0,2/1/2011,2/7/2011,1
20110125,48225,Houston County,TX,0,100,100,100,93.9,0,1/25/2011,1/31/2011,1
20110118,48225,Houston County,TX,0,100,100,100,93.9,0,1/18/2011,1/24/2011,1
20110111,48225,Houston County,TX,0,100,100,100,100,0,1/11/2011,1/17/2011,1
20110104,48225,Houston County,TX,0,100,100,100,100,0,1/4/2011,1/10/2011,1
20101228,48225,Houston County,TX,0,100,100,100,100,0,12/28/2010,1/3/2011,1
20101221,48225,Houston County,TX,0,100,100,100,100,0,12/21/2010,12/27/2010,1
20101214,48225,Houston County,TX,0,100,100,100,56.34,0,12/14/2010,12/20/2010,1
20101207,48225,Houston County,TX,0,100,100,100,40.54,0,12/7/2010,12/13/2010,1
20101130,48225,Houston County,TX,0,100,100,63.58,0,0,11/30/2010,12/6/2010,1
20101123,48225,Houston County,TX,0,100,100,0,0,0,11/23/2010,11/29/2010,1
20101116,48225,Houston County,TX,0,100,100,0,0,0,11/16/2010,11/22/2010,1
20101109,48225,Houston County,TX,0,100,99.36,0,0,0,11/9/2010,11/15/2010,1
20101102,48225,Houston County,TX,0,100,98.4,0,0,0,11/2/2010,11/8/2010,1
20101026,48225,Houston County,TX,0,100,98.87,0,0,0,10/26/2010,11/1/2010,1
20101019,48225,Houston County,TX,0,100,0,0,0,0,10/19/2010,10/25/2010,1
20101012,48225,Houston County,TX,0,100,0,0,0,0,10/12/2010,10/18/2010,1
20101005,48225,Houston County,TX,80.79,19.21,0,0,0,0,10/5/2010,10/11/2010,1
20100928,48225,Houston County,TX,80.14,19.86,0,0,0,0,9/28/2010,10/4/2010,1
20100921,48225,Houston County,TX,84.21,15.79,0,0,0,0,9/21/2010,9/27/2010,1
20100914,48225,Houston County,TX,84.21,15.79,0,0,0,0,9/14/2010,9/20/2010,1
20100907,48225,Houston County,TX,0,100,0,0,0,0,9/7/2010,9/13/2010,1
20100831,48225,Houston County,TX,0,100,0,0,0,0,8/31/2010,9/6/2010,1
20100824,48225,Houston County,TX,98.51,1.49,0,0,0,0,8/24/2010,8/30/2010,1
20100817,48225,Houston County,TX,98.51,1.49,0,0,0,0,8/17/2010,8/23/2010,1
20100810,48225,Houston County,TX,98.79,1.21,0,0,0,0,8/10/2010,8/16/2010,1
20100803,48225,Houston County,TX,99.14,0.86,0,0,0,0,8/3/2010,8/9/2010,1
20100727,48225,Houston County,TX,99.11,0.89,0,0,0,0,7/27/2010,8/2/2010,1
20100720,48225,Houston County,TX,99.11,0.89,0,0,0,0,7/20/2010,7/26/2010,1
20100713,48225,Houston County,TX,99.11,0.89,0,0,0,0,7/13/2010,7/19/2010,1
20100706,48225,Houston County,TX,99.11,0.89,0,0,0,0,7/6/2010,7/12/2010,1
20100629,48225,Houston County,TX,91.74,8.26,0.15,0,0,0,6/29/2010,7/5/2010,1
20100622,48225,Houston County,TX,63.53,36.47,0.15,0,0,0,6/22/2010,6/28/2010,1
20100615,48225,Houston County,TX,95.53,4.47,0,0,0,0,6/15/2010,6/21/2010,1
20100608,48225,Houston County,TX,0,100,0,0,0,0,6/8/2010,6/14/2010,1
20100601,48225,Houston County,TX,0,100,100,0,0,0,6/1/2010,6/7/2010,1
20100525,48225,Houston County,TX,0,100,0,0,0,0,5/25/2010,5/31/2010,1
20100518,48225,Houston County,TX,24.61,75.39,0,0,0,0,5/18/2010,5/24/2010,1
20100511,48225,Houston County,TX,0,100,0,0,0,0,5/11/2010,5/17/2010,1
20100504,48225,Houston County,TX,64.85,35.15,0,0,0,0,5/4/2010,5/10/2010,1
20100427,48225,Houston County,TX,100,0,0,0,0,0,4/27/2010,5/3/2010,1
20100420,48225,Houston County,TX,100,0,0,0,0,0,4/20/2010,4/26/2010,1
20100413,48225,Houston County,TX,100,0,0,0,0,0,4/13/2010,4/19/2010,1
20100406,48225,Houston County,TX,100,0,0,0,0,0,4/6/2010,4/12/2010,1
20100330,48225,Houston County,TX,100,0,0,0,0,0,3/30/2010,4/5/2010,1
20100323,48225,Houston County,TX,100,0,0,0,0,0,3/23/2010,3/29/2010,1
20100316,48225,Houston County,TX,100,0,0,0,0,0,3/16/2010,3/22/2010,1
20100309,48225,Houston County,TX,100,0,0,0,0,0,3/9/2010,3/15/2010,1
20100302,48225,Houston County,TX,100,0,0,0,0,0,3/2/2010,3/8/2010,1
20100223,48225,Houston County,TX,100,0,0,0,0,0,2/23/2010,3/1/2010,1
20100216,48225,Houston County,TX,100,0,0,0,0,0,2/16/2010,2/22/2010,1
20100209,48225,Houston County,TX,100,0,0,0,0,0,2/9/2010,2/15/2010,1
20100202,48225,Houston County,TX,100,0,0,0,0,0,2/2/2010,2/8/2010,1
20100126,48225,Houston County,TX,100,0,0,0,0,0,1/26/2010,2/1/2010,1
20100119,48225,Houston County,TX,100,0,0,0,0,0,1/19/2010,1/25/2010,1
20100112,48225,Houston County,TX,100,0,0,0,0,0,1/12/2010,1/18/2010,1
20100105,48225,Houston County,TX,100,0,0,0,0,0,1/5/2010,1/11/2010,1
20091229,48225,Houston County,TX,100,0,0,0,0,0,12/29/2009,1/4/2010,1
